"code","site","site_type","latitude","longitude","variable","Parameter_name","start_date","end_date","zone","agglomeration","provider","pcode","source"
"RB4","Redbridge - Gardner Close","Urban Traffic",51.57661,0.030858,"SO2","Sulphur dioxide",1999-11-29,"2012-04-04","Greater London","Greater London Urban Area","Londonair","london","local"
"RB4","Redbridge - Gardner Close","Urban Traffic",51.57661,0.030858,"CO","Carbon monoxide",1999-12-13,"2011-12-13","Greater London","Greater London Urban Area","Londonair","london","local"
"RB4","Redbridge - Gardner Close","Urban Traffic",51.57661,0.030858,"PM10","PM10 particulate matter (Hourly measured)",1999-11-21,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"RB2","Redbridge - Ilford Broadway","Urban Traffic",51.558346,0.069992,"NO2","Nitrogen dioxide",1999-12-01,"2003-04-27","Greater London","Greater London Urban Area","Londonair","london","local"
"RB2","Redbridge - Ilford Broadway","Urban Traffic",51.558346,0.069992,"CO","Carbon monoxide",1999-12-13,"2003-04-27","Greater London","Greater London Urban Area","Londonair","london","local"
"RB7","Redbridge - Ley Street","Urban Background",51.569484,0.082907,"O3","Ozone",2014-05-15,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"RB7","Redbridge - Ley Street","Urban Background",51.569484,0.082907,"NO2","Nitrogen dioxide",2014-05-15,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"RB7","Redbridge - Ley Street","Urban Background",51.569484,0.082907,"PM10","PM10 particulate matter (Hourly measured)",2014-05-15,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"RB1","Redbridge - Perth Terrace","Urban Background",51.569221,0.081821,"O3","Ozone",1999-12-15,"2014-05-13","Greater London","Greater London Urban Area","Londonair","london","local"
"RB1","Redbridge - Perth Terrace","Urban Background",51.569221,0.081821,"NO2","Nitrogen dioxide",2000-01-14,"2014-05-13","Greater London","Greater London Urban Area","Londonair","london","local"
"RB1","Redbridge - Perth Terrace","Urban Background",51.569221,0.081821,"PM10","PM10 particulate matter (Hourly measured)",1999-11-21,"2014-05-13","Greater London","Greater London Urban Area","Londonair","london","local"
"RB5","Redbridge - South Woodford","Urban Traffic",51.595851,0.020087,"NO2","Nitrogen dioxide",2003-11-21,"2012-03-30","Greater London","Greater London Urban Area","Londonair","london","local"
"RB5","Redbridge - South Woodford","Urban Traffic",51.595851,0.020087,"CO","Carbon monoxide",2003-11-21,"2011-04-25","Greater London","Greater London Urban Area","Londonair","london","local"
"RB5","Redbridge - South Woodford","Urban Traffic",51.595851,0.020087,"PM10","PM10 particulate matter (Hourly measured)",2003-11-21,"2012-03-30","Greater London","Greater London Urban Area","Londonair","london","local"
"RI2","Richmond Upon Thames - Barnes Wetlands","Suburban Background",51.476168,-0.230427,"O3","Ozone",2002-07-01,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"RI2","Richmond Upon Thames - Barnes Wetlands","Suburban Background",51.476168,-0.230427,"NO2","Nitrogen dioxide",2001-03-29,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"RI2","Richmond Upon Thames - Barnes Wetlands","Suburban Background",51.476168,-0.230427,"PM10","PM10 particulate matter (Hourly measured)",2001-05-14,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"RI1","Richmond Upon Thames - Castelnau","Urban Traffic",51.480189,-0.237335,"NO2","Nitrogen dioxide",2000-06-14,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"RI1","Richmond Upon Thames - Castelnau","Urban Traffic",51.480189,-0.237335,"PM10","PM10 particulate matter (Hourly measured)",2000-06-14,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"RHG","Richmond Upon Thames - Chertsey Road","Urban Traffic",51.453142,-0.341218,"NO2","Nitrogen dioxide",2016-05-24,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"RHG","Richmond Upon Thames - Chertsey Road","Urban Traffic",51.453142,-0.341218,"PM10","PM10 particulate matter (Hourly measured)",2016-05-24,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK6","Southwark - Elephant and Castle","Urban Background",51.493156,-0.101527,"O3","Ozone",2013-02-15,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"SK6","Southwark - Elephant and Castle","Urban Background",51.493156,-0.101527,"NO2","Nitrogen dioxide",2013-02-15,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"SK6","Southwark - Elephant and Castle","Urban Background",51.493156,-0.101527,"PM10","PM10 particulate matter (Hourly measured)",2013-01-23,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"SK7","Southwark - Heygate","Urban Background",51.492981,-0.098538,"NO2","Nitrogen dioxide",2014-09-18,"2015-11-11","Greater London","Greater London Urban Area","Londonair","london","local"
"SK8","Southwark - Tower Bridge Road","unknown unknown",51.501391,-0.078203,"NO2","Nitrogen dioxide",2019-07-01,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"SBC01","Spelthorne Sunbury Cross","Urban Background",51.42025,-0.418515,"NO2","Nitrogen dioxide",2017-01-10,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"SBC01","Spelthorne Sunbury Cross","Urban Background",51.42025,-0.418515,"PM10","PM10 particulate matter (Hourly measured)",2017-01-10,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"SBC01","Spelthorne Sunbury Cross","Urban Background",51.42025,-0.418515,"PM2.5","PM2.5 particulate matter (Hourly measured)",2017-01-10,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"ST8","Sutton - Beddington Lane ","Urban Industrial",51.383565,-0.136418,"NO2","Nitrogen dioxide",2012-04-04,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"ST8","Sutton - Beddington Lane ","Urban Industrial",51.383565,-0.136418,"PM10","PM10 particulate matter (Hourly measured)",2012-04-04,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"ST5","Sutton - Beddington Lane north","Urban Industrial",51.389287,-0.141662,"NO2","Nitrogen dioxide",2006-02-15,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"ST5","Sutton - Beddington Lane north","Urban Industrial",51.389287,-0.141662,"PM10","PM10 particulate matter (Hourly measured)",2005-12-08,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"ST3","Sutton - Carshalton","Suburban Background",51.365318,-0.165936,"O3","Ozone",1995-05-05,"2016-07-13","Greater London","Greater London Urban Area","Londonair","london","local"
"ST3","Sutton - Carshalton","Suburban Background",51.365318,-0.165936,"NO2","Nitrogen dioxide",1995-06-08,"2016-07-13","Greater London","Greater London Urban Area","Londonair","london","local"
"ST2","Sutton - North Cheam","Urban Background",51.377189,-0.222044,"NO2","Nitrogen dioxide",1995-04-25,"2002-05-03","Greater London","Greater London Urban Area","Londonair","london","local"
"ST1","Sutton - Robin Hood School","Urban Traffic",51.365744,-0.195563,"NO2","Nitrogen dioxide",1995-05-03,"2002-04-26","Greater London","Greater London Urban Area","Londonair","london","local"
"ST1","Sutton - Robin Hood School","Urban Traffic",51.365744,-0.195563,"SO2","Sulphur dioxide",1995-05-05,"2002-04-26","Greater London","Greater London Urban Area","Londonair","london","local"
"ST1","Sutton - Robin Hood School","Urban Traffic",51.365744,-0.195563,"CO","Carbon monoxide",1995-05-01,"2002-04-26","Greater London","Greater London Urban Area","Londonair","london","local"
"ST1","Sutton - Robin Hood School","Urban Traffic",51.365744,-0.195563,"PM10","PM10 particulate matter (Hourly measured)",1995-06-01,"2002-04-26","Greater London","Greater London Urban Area","Londonair","london","local"
"ST7","Sutton - Therapia Lane","Urban Industrial",51.385839,-0.13634,"NO2","Nitrogen dioxide",2010-02-10,"2012-02-10","Greater London","Greater London Urban Area","Londonair","london","local"
"ST7","Sutton - Therapia Lane","Urban Industrial",51.385839,-0.13634,"PM10","PM10 particulate matter (Hourly measured)",2010-02-10,"2012-02-10","Greater London","Greater London Urban Area","Londonair","london","local"
"ST4","Sutton - Wallington","Urban Traffic",51.35866,-0.149724,"NO2","Nitrogen dioxide",2002-07-19,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"ST4","Sutton - Wallington","Urban Traffic",51.35866,-0.149724,"PM10","PM10 particulate matter (Hourly measured)",2002-07-26,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"ST6","Sutton - Worcester Park","Urban Traffic",51.377923,-0.240414,"NO2","Nitrogen dioxide",2008-11-05,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"ST6","Sutton - Worcester Park","Urban Traffic",51.377923,-0.240414,"PM10","PM10 particulate matter (Hourly measured)",2008-11-05,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HB125","Three Rivers Rickmansworth","Urban Background",51.639167,-0.476944,"NO2","Nitrogen dioxide",1999-02-28,"2011-11-01","Greater London","Greater London Urban Area","Hertfordshire and Bedfordshire Air Quality Network ","aqengland","local"
"HB125","Three Rivers Rickmansworth","Urban Background",51.639167,-0.476944,"PM10","PM10 particulate matter (Hourly measured)",1999-02-28,"2011-11-01","Greater London","Greater London Urban Area","Hertfordshire and Bedfordshire Air Quality Network ","aqengland","local"
"TH3","Tower Hamlets - Bethnal Green","Urban Background",51.526737,-0.053869,"NO2","Nitrogen dioxide",1999-10-25,"2009-11-02","Greater London","Greater London Urban Area","Londonair","london","local"
"TH3","Tower Hamlets - Bethnal Green","Urban Background",51.526737,-0.053869,"SO2","Sulphur dioxide",1999-10-24,"2009-11-02","Greater London","Greater London Urban Area","Londonair","london","local"
"TH3","Tower Hamlets - Bethnal Green","Urban Background",51.526737,-0.053869,"PM10","PM10 particulate matter (Hourly measured)",1999-11-09,"2009-11-02","Greater London","Greater London Urban Area","Londonair","london","local"
"TH1","Tower Hamlets - Poplar","Urban Background",51.510012,-0.019866,"O3","Ozone",1994-02-04,"2013-07-02","Greater London","Greater London Urban Area","Londonair","london","local"
"TH1","Tower Hamlets - Poplar","Urban Background",51.510012,-0.019866,"NO2","Nitrogen dioxide",1994-02-04,"2013-07-02","Greater London","Greater London Urban Area","Londonair","london","local"
"TH1","Tower Hamlets - Poplar","Urban Background",51.510012,-0.019866,"SO2","Sulphur dioxide",1994-03-01,"2013-07-02","Greater London","Greater London Urban Area","Londonair","london","local"
"TH1","Tower Hamlets - Poplar","Urban Background",51.510012,-0.019866,"PM10","PM10 particulate matter (Hourly measured)",1994-01-04,"2013-07-02","Greater London","Greater London Urban Area","Londonair","london","local"
"WL3","Waltham Forest - Chingford","Urban Traffic",51.625193,-0.022597,"NO2","Nitrogen dioxide",2003-07-14,"2007-04-17","Greater London","Greater London Urban Area","Londonair","london","local"
"WL3","Waltham Forest - Chingford","Urban Traffic",51.625193,-0.022597,"SO2","Sulphur dioxide",2003-08-09,"2007-04-18","Greater London","Greater London Urban Area","Londonair","london","local"
"WL3","Waltham Forest - Chingford","Urban Traffic",51.625193,-0.022597,"PM10","PM10 particulate matter (Hourly measured)",2003-07-14,"2007-01-30","Greater London","Greater London Urban Area","Londonair","london","local"
"WL2","Waltham Forest - Mobile","Urban Traffic",51.564726,0.003996,"NO2","Nitrogen dioxide",1998-07-09,"2001-10-12","Greater London","Greater London Urban Area","Londonair","london","local"
"WL2","Waltham Forest - Mobile","Urban Traffic",51.564726,0.003996,"SO2","Sulphur dioxide",2001-08-29,"2001-10-12","Greater London","Greater London Urban Area","Londonair","london","local"
"WL2","Waltham Forest - Mobile","Urban Traffic",51.564726,0.003996,"PM10","PM10 particulate matter (Hourly measured)",1998-07-09,"2001-10-12","Greater London","Greater London Urban Area","Londonair","london","local"
"WAA","Wandsworth - Battersea","Urban Traffic",51.47944,-0.141787,"NO2","Nitrogen dioxide",2012-07-11,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WAA","Wandsworth - Battersea","Urban Traffic",51.47944,-0.141787,"PM10","PM10 particulate matter (Hourly measured)",2012-07-13,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WA1","Wandsworth - Garratt Lane","Urban Traffic",51.454872,-0.193004,"NO2","Nitrogen dioxide",1995-04-19,"1996-02-26","Greater London","Greater London Urban Area","Londonair","london","local"
"WA1","Wandsworth - Garratt Lane","Urban Traffic",51.454872,-0.193004,"CO","Carbon monoxide",1995-04-04,"1996-02-23","Greater London","Greater London Urban Area","Londonair","london","local"
"WA4","Wandsworth - High Street","Urban Traffic",51.456435,-0.191157,"NO2","Nitrogen dioxide",1998-02-10,"2007-08-30","Greater London","Greater London Urban Area","Londonair","london","local"
"WA4","Wandsworth - High Street","Urban Traffic",51.456435,-0.191157,"CO","Carbon monoxide",1998-02-10,"2007-08-30","Greater London","Greater London Urban Area","Londonair","london","local"
"WA4","Wandsworth - High Street","Urban Traffic",51.456435,-0.191157,"PM10","PM10 particulate matter (Hourly measured)",1998-03-02,"2007-08-29","Greater London","Greater London Urban Area","Londonair","london","local"
"WAC","Wandsworth - Lavender Hill (Clapham Jct)","Urban Traffic",51.46369,-0.166713,"NO2","Nitrogen dioxide",2016-04-14,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WAC","Wandsworth - Lavender Hill (Clapham Jct)","Urban Traffic",51.46369,-0.166713,"PM10","PM10 particulate matter (Hourly measured)",2016-04-14,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WA9","Wandsworth - Putney","Urban Background",51.465033,-0.215825,"NO2","Nitrogen dioxide",2011-01-11,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WA9","Wandsworth - Putney","Urban Background",51.465033,-0.215825,"CO","Carbon monoxide",2011-01-11,"2012-09-13","Greater London","Greater London Urban Area","Londonair","london","local"
"WA9","Wandsworth - Putney","Urban Background",51.465033,-0.215825,"PM10","PM10 particulate matter (Hourly measured)",2011-03-11,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WA7","Wandsworth - Putney High Street","Urban Traffic",51.463429,-0.215871,"NO2","Nitrogen dioxide",2009-07-09,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WA7","Wandsworth - Putney High Street","Urban Traffic",51.463429,-0.215871,"PM10","PM10 particulate matter (Hourly measured)",2009-07-17,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WA8","Wandsworth - Putney High Street Facade","Urban Traffic",51.463721,-0.21589,"NO2","Nitrogen dioxide",2010-05-24,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WA3","Wandsworth - Roehampton","Rural Background",51.45692,-0.245562,"O3","Ozone",1994-10-31,"1999-02-18","Greater London","Greater London Urban Area","Londonair","london","local"
"WA3","Wandsworth - Roehampton","Rural Background",51.45692,-0.245562,"SO2","Sulphur dioxide",1994-10-31,"2000-11-24","Greater London","Greater London Urban Area","Londonair","london","local"
"WA6","Wandsworth - Tooting","Urban Traffic",51.425284,-0.164452,"NO2","Nitrogen dioxide",2008-07-01,"2009-07-28","Greater London","Greater London Urban Area","Londonair","london","local"
"WA6","Wandsworth - Tooting","Urban Traffic",51.425284,-0.164452,"PM10","PM10 particulate matter (Hourly measured)",2008-07-01,"2009-07-28","Greater London","Greater London Urban Area","Londonair","london","local"
"WAB","Wandsworth - Tooting High Street","Urban Traffic",51.429331,-0.166524,"NO2","Nitrogen dioxide",2015-06-11,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WAB","Wandsworth - Tooting High Street","Urban Traffic",51.429331,-0.166524,"PM10","PM10 particulate matter (Hourly measured)",2015-06-11,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HB126","Watford Roadside","Urban Traffic",51.658889,-0.403333,"O3","Ozone",1997-03-13,"2007-09-15","Greater London","Greater London Urban Area","Hertfordshire and Bedfordshire Air Quality Network ","aqengland","local"
"HB126","Watford Roadside","Urban Traffic",51.658889,-0.403333,"NO2","Nitrogen dioxide",1997-03-13,"2007-09-15","Greater London","Greater London Urban Area","Hertfordshire and Bedfordshire Air Quality Network ","aqengland","local"
"HB126","Watford Roadside","Urban Traffic",51.658889,-0.403333,"CO","Carbon monoxide",1997-03-13,"2007-09-15","Greater London","Greater London Urban Area","Hertfordshire and Bedfordshire Air Quality Network ","aqengland","local"
"HB004","Watford Town Hall","Urban Traffic",51.6592,-0.402863,"NO2","Nitrogen dioxide",1997-04-29,"ongoing","Greater London","Greater London Urban Area","Hertfordshire and Bedfordshire Air Quality Network ","aqengland","local"
"HB004","Watford Town Hall","Urban Traffic",51.6592,-0.402863,"PM10","PM10 particulate matter (Hourly measured)",1997-04-29,"ongoing","Greater London","Greater London Urban Area","Hertfordshire and Bedfordshire Air Quality Network ","aqengland","local"
"HB004","Watford Town Hall","Urban Traffic",51.6592,-0.402863,"PM2.5","PM2.5 particulate matter (Hourly measured)",2015-12-08,"ongoing","Greater London","Greater London Urban Area","Hertfordshire and Bedfordshire Air Quality Network ","aqengland","local"
"WMA","Westminster - Buckingham Palace Road","unknown unknown",51.493233,-0.147392,"NO2","Nitrogen dioxide",2018-02-18,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WMC","Westminster - Cavendish Square","unknown unknown",51.516802,-0.145657,"NO2","Nitrogen dioxide",2018-05-31,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WM4","Westminster - Charing Cross Library","Urban Traffic",51.510205,-0.128177,"NO2","Nitrogen dioxide",2007-02-04,"2011-01-10","Greater London","Greater London Urban Area","Londonair","london","local"
"WM5","Westminster - Covent Garden","Urban Background",51.511977,-0.121627,"NO2","Nitrogen dioxide",2009-07-10,"2011-01-11","Greater London","Greater London Urban Area","Londonair","london","local"
"GV2","Westminster - Duke Street (Grosvenor)","unknown unknown",51.513,-0.150913,"NO2","Nitrogen dioxide",2019-08-22,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GV1","Westminster - Ebury Street (Grosvenor)","unknown unknown",51.493492,-0.149906,"NO2","Nitrogen dioxide",2018-12-29,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WMD","Westminster - Elizabeth Bridge","unknown unknown",51.492248,-0.147115,"NO2","Nitrogen dioxide",2020-04-27,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WMD","Westminster - Elizabeth Bridge","unknown unknown",51.492248,-0.147115,"PM2.5","PM2.5 particulate matter (Hourly measured)",2020-04-27,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GV3","Westminster - Mount Street (Grosvenor)","unknown unknown",51.513,-0.150913,"NO2","Nitrogen dioxide",2019-10-29,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WM6","Westminster - Oxford Street","Urban Traffic",51.513929,-0.152793,"NO2","Nitrogen dioxide",2013-02-08,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WMZ","Westminster - Oxford Street 2","Urban Traffic",51.513929,-0.152793,"NO2","Nitrogen dioxide",2016-05-17,"2016-06-07","Greater London","Greater London Urban Area","Londonair","london","local"
"WMB","Westminster - Oxford Street East","unknown unknown",51.516066,-0.135164,"NO2","Nitrogen dioxide",2018-06-05,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"NB1","Westminster - Strand (Northbank BID)","Urban Traffic",51.51197,-0.116713,"NO2","Nitrogen dioxide",2015-05-22,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"WM8","Westminster - Victoria","Urban Background",51.497066,-0.142439,"NO2","Nitrogen dioxide",2014-01-06,"2016-04-01","Greater London","Greater London Urban Area","Londonair","london","local"
"WM9","Westminster - Victoria (Victoria BID)","Urban Traffic",51.497733,-0.144241,"NO2","Nitrogen dioxide",2016-08-10,"2017-09-20","Greater London","Greater London Urban Area","Londonair","london","local"
"VS1","Westminster - Victoria Street","Urban Traffic",51.499245,-0.131285,"O3","Ozone",2003-05-02,"2005-03-31","Greater London","Greater London Urban Area","Londonair","london","local"
"VS1","Westminster - Victoria Street","Urban Traffic",51.499245,-0.131285,"NO2","Nitrogen dioxide",2003-05-02,"2005-03-31","Greater London","Greater London Urban Area","Londonair","london","local"
"VS1","Westminster - Victoria Street","Urban Traffic",51.499245,-0.131285,"CO","Carbon monoxide",2003-05-02,"2005-03-31","Greater London","Greater London Urban Area","Londonair","london","local"
